ProductKey,ProductSubcategoryKey,Category,SubCategory,EnglishProductName,Color,Size,ProductLine,ModelName,EnglishDescription,StartDate,EndDate,Product_Status
318,2,Bikes,Road Bikes,"Road-450 Red, 48",Red,48,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
319,2,Bikes,Road Bikes,"Road-450 Red, 52",Red,52,"R ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
320,2,Bikes,Road Bikes,"Road-650 Red, 58",Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
321,2,Bikes,Road Bikes,"Road-650 Red, 58",Red,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
322,2,Bikes,Road Bikes,"Road-650 Red, 60",Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
323,2,Bikes,Road Bikes,"Road-650 Red, 60",Red,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
324,2,Bikes,Road Bikes,"Road-650 Red, 62",Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
325,2,Bikes,Road Bikes,"Road-650 Red, 62",Red,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
326,2,Bikes,Road Bikes,"Road-650 Red, 44",Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
327,2,Bikes,Road Bikes,"Road-650 Red, 44",Red,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
328,2,Bikes,Road Bikes,"Road-650 Red, 48",Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
329,2,Bikes,Road Bikes,"Road-650 Red, 48",Red,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
330,2,Bikes,Road Bikes,"Road-650 Red, 52",Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
331,2,Bikes,Road Bikes,"Road-650 Red, 52",Red,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
332,2,Bikes,Road Bikes,"Road-650 Black, 58",Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
333,2,Bikes,Road Bikes,"Road-650 Black, 58",Black,58,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
334,2,Bikes,Road Bikes,"Road-650 Black, 60",Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
335,2,Bikes,Road Bikes,"Road-650 Black, 60",Black,60,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
336,2,Bikes,Road Bikes,"Road-650 Black, 62",Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
337,2,Bikes,Road Bikes,"Road-650 Black, 62",Black,62,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
338,2,Bikes,Road Bikes,"Road-650 Black, 44",Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
339,2,Bikes,Road Bikes,"Road-650 Black, 44",Black,44,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
340,2,Bikes,Road Bikes,"Road-650 Black, 48",Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
341,2,Bikes,Road Bikes,"Road-650 Black, 48",Black,48,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
342,2,Bikes,Road Bikes,"Road-650 Black, 52",Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
343,2,Bikes,Road Bikes,"Road-650 Black, 52",Black,52,"R ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
344,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
345,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
346,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
347,1,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",Silver,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
348,1,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,38,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
349,1,Bikes,Mountain Bikes,"Mountain-100 Black, 42",Black,42,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
350,1,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,44,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
351,1,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,48,"M ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2019-07-01 00:00:00.000,2015-12-28 00:00:00.000,outdate
352,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
353,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",Silver,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2021-07-01 00:00:00.000,NULL,Current
354,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
355,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",Silver,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2021-07-01 00:00:00.000,NULL,Current
356,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
357,1,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",Silver,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2021-07-01 00:00:00.000,NULL,Current
358,1,Bikes,Mountain Bikes,"Mountain-200 Black, 38",Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
359,1,Bikes,Mountain Bikes,"Mountain-200 Black, 38",Black,38,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2021-07-01 00:00:00.000,NULL,Current
360,1,Bikes,Mountain Bikes,"Mountain-200 Black, 42",Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
361,1,Bikes,Mountain Bikes,"Mountain-200 Black, 42",Black,42,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2021-07-01 00:00:00.000,NULL,Current
362,1,Bikes,Mountain Bikes,"Mountain-200 Black, 46",Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
363,1,Bikes,Mountain Bikes,"Mountain-200 Black, 46",Black,46,"M ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2021-07-01 00:00:00.000,NULL,Current
364,1,Bikes,Mountain Bikes,"Mountain-300 Black, 38",Black,38,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
365,1,Bikes,Mountain Bikes,"Mountain-300 Black, 40",Black,40,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
366,1,Bikes,Mountain Bikes,"Mountain-300 Black, 44",Black,44,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
367,1,Bikes,Mountain Bikes,"Mountain-300 Black, 48",Black,48,"M ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
368,2,Bikes,Road Bikes,"Road-250 Red, 44",Red,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
369,2,Bikes,Road Bikes,"Road-250 Red, 48",Red,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
370,2,Bikes,Road Bikes,"Road-250 Red, 52",Red,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
371,2,Bikes,Road Bikes,"Road-250 Red, 58",Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
372,2,Bikes,Road Bikes,"Road-250 Red, 58",Red,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2021-07-01 00:00:00.000,NULL,Current
373,2,Bikes,Road Bikes,"Road-250 Black, 44",Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
374,2,Bikes,Road Bikes,"Road-250 Black, 44",Black,44,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2021-07-01 00:00:00.000,NULL,Current
375,2,Bikes,Road Bikes,"Road-250 Black, 48",Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
376,2,Bikes,Road Bikes,"Road-250 Black, 48",Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2021-07-01 00:00:00.000,NULL,Current
377,2,Bikes,Road Bikes,"Road-250 Black, 52",Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
378,2,Bikes,Road Bikes,"Road-250 Black, 52",Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2021-07-01 00:00:00.000,NULL,Current
379,2,Bikes,Road Bikes,"Road-250 Black, 58",Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
380,2,Bikes,Road Bikes,"Road-250 Black, 58",Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2021-07-01 00:00:00.000,NULL,Current
381,2,Bikes,Road Bikes,"Road-550-W Yellow, 38",Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
382,2,Bikes,Road Bikes,"Road-550-W Yellow, 38",Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2021-07-01 00:00:00.000,NULL,Current
383,2,Bikes,Road Bikes,"Road-550-W Yellow, 40",Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
384,2,Bikes,Road Bikes,"Road-550-W Yellow, 40",Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2021-07-01 00:00:00.000,NULL,Current
385,2,Bikes,Road Bikes,"Road-550-W Yellow, 42",Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
386,2,Bikes,Road Bikes,"Road-550-W Yellow, 42",Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2021-07-01 00:00:00.000,NULL,Current
387,2,Bikes,Road Bikes,"Road-550-W Yellow, 44",Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
388,2,Bikes,Road Bikes,"Road-550-W Yellow, 44",Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2021-07-01 00:00:00.000,NULL,Current
389,2,Bikes,Road Bikes,"Road-550-W Yellow, 48",Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
390,2,Bikes,Road Bikes,"Road-550-W Yellow, 48",Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2021-07-01 00:00:00.000,NULL,Current
391,10,Components,Forks,LL Fork,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
392,10,Components,Forks,ML Fork,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
393,10,Components,Forks,HL Fork,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
394,11,Components,Headsets,LL Headset,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
395,11,Components,Headsets,ML Headset,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
396,11,Components,Headsets,HL Headset,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
397,4,Components,Handlebars,LL Mountain Handlebars,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
398,4,Components,Handlebars,LL Mountain Handlebars,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,2021-07-01 00:00:00.000,NULL,Current
399,4,Components,Handlebars,ML Mountain Handlebars,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
400,4,Components,Handlebars,ML Mountain Handlebars,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2021-07-01 00:00:00.000,NULL,Current
401,4,Components,Handlebars,HL Mountain Handlebars,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
402,4,Components,Handlebars,HL Mountain Handlebars,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2021-07-01 00:00:00.000,NULL,Current
403,4,Components,Handlebars,LL Road Handlebars,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
404,4,Components,Handlebars,LL Road Handlebars,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,2021-07-01 00:00:00.000,NULL,Current
405,4,Components,Handlebars,ML Road Handlebars,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
406,4,Components,Handlebars,ML Road Handlebars,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2021-07-01 00:00:00.000,NULL,Current
407,4,Components,Handlebars,HL Road Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
408,4,Components,Handlebars,HL Road Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2021-07-01 00:00:00.000,NULL,Current
409,12,Components,Mountain Frames,"ML Mountain Frame - Black, 38",Black,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
410,17,Components,Wheels,LL Mountain Front Wheel,Black,NULL,"M ",LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
411,17,Components,Wheels,ML Mountain Front Wheel,Black,NULL,"M ",ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
412,17,Components,Wheels,HL Mountain Front Wheel,Black,NULL,"M ",HL Mountain Front Wheel,High-performance mountain replacement wheel.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
413,17,Components,Wheels,LL Road Front Wheel,Black,NULL,"R ",LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
414,17,Components,Wheels,ML Road Front Wheel,Black,NULL,"R ",ML Road Front Wheel,Sturdy alloy features a quick-release hub.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
415,17,Components,Wheels,HL Road Front Wheel,Black,NULL,"R ",HL Road Front Wheel,Strong wheel with double-walled rim.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
416,17,Components,Wheels,Touring Front Wheel,Black,NULL,"T ",Touring Front Wheel,Aerodynamic rims for smooth riding.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
417,14,Components,Road Frames,"ML Road Frame-W - Yellow, 38",Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
418,14,Components,Road Frames,"ML Road Frame-W - Yellow, 38",Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2021-07-01 00:00:00.000,NULL,Current
419,17,Components,Wheels,LL Mountain Rear Wheel,Black,NULL,"M ",LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
420,17,Components,Wheels,ML Mountain Rear Wheel,Black,NULL,"M ",ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
421,17,Components,Wheels,HL Mountain Rear Wheel,Black,NULL,"M ",HL Mountain Rear Wheel,High-performance mountain replacement wheel.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
422,17,Components,Wheels,LL Road Rear Wheel,Black,NULL,"R ",LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
423,17,Components,Wheels,ML Road Rear Wheel,Black,NULL,"R ",ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
424,17,Components,Wheels,HL Road Rear Wheel,Black,NULL,"R ",HL Road Rear Wheel,Strong rear wheel with double-walled rim.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
425,17,Components,Wheels,Touring Rear Wheel,Black,NULL,"T ",Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
426,12,Components,Mountain Frames,"ML Mountain Frame - Black, 40",Black,40,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
427,12,Components,Mountain Frames,"ML Mountain Frame - Black, 44",Black,44,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
428,12,Components,Mountain Frames,"ML Mountain Frame - Black, 48",Black,48,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
429,14,Components,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
430,14,Components,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2021-07-01 00:00:00.000,NULL,Current
431,14,Components,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
432,14,Components,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2021-07-01 00:00:00.000,NULL,Current
433,14,Components,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2020-07-01 00:00:00.000,2016-12-27 00:00:00.000,outdate
434,14,Components,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2021-07-01 00:00:00.000,NULL,Current
